ID_del_Vehículo,Marca,Modelo,Año,Región,Tipo_de_Vehículo,Capacidad_de_Batería_kWh,Salud_de_Batería_%,Autonomía_km,Potencia_de_Carga_kW,Tiempo_de_Carga_hr,Ciclos_de_Carga,Consumo_de_Energía_por_100km_recorridos,Kilometraje_km,Velocidad_Promedio_kmh,Velocidad_Máxima_kmh,Aceleración_0_100_kmh_seg,Temperatura_°C,Tipo_de_Uso,CO2_Ahorrado_tons,Costo_de_Mantenimiento_USD_por_año,Costo_de_Seguro_USD_por_año,Costo_de_Electricidad_en_USD_por_kWh,Costo_Mensual_de_Carga_USD,Valor_de_Reventa_USD
2787.0,Desconocido,Leaf,2024.0,Asia,SUV,108.8,80.8,529.0,63.8,2.11,1053.0,15.83,211534.0,64.9,212.0,7.29,1.0,Flota,25.38,1034.0,2250.0,0.29,809.24,30375.0
2788.0,Desconocido,ID.3,2022.0,Asia,Camioneta,77.0,75.2,350.0,127.0,3.54,225.0,19.81,125925.0,97.5,191.0,8.41,14.0,Comercial,15.11,1643.0,2307.0,0.1,207.88,21509.0
2789.0,Desconocido,Q4 e-tron,2021.0,Norteamérica,Hatchback,102.2,88.9,551.0,247.9,0.49,1681.0,24.86,246242.0,76.7,240.0,6.54,22.1,Comercial,29.55,1609.0,1927.0,0.21,1071.28,27896.0
2790.0,Volkswagen,ID.3,2022.0,Norteamérica,Desconocido,51.7,91.4,371.0,185.4,0.39,1886.0,24.08,126249.5,63.3,164.0,8.29,-9.1,Comercial,12.31,1310.0,904.0,0.19,391.0,17353.0
2791.0,Nissan,Leaf,2016.0,Norteamérica,Camioneta,102.5,70.2,508.0,21.1,6.25,384.0,23.97,242023.0,46.9,194.0,8.69,37.7,Personal,29.04,1505.0,2486.0,0.34,1643.7,23779.0
2792.0,Kia,Desconocido,2022.0,Asia,Sedán,65.9,76.9,372.0,70.4,1.31,319.0,20.46,185587.0,79.9,242.0,7.37,32.3,Personal,22.27,1967.0,1708.0,0.22,696.14,23401.0
2793.0,Hyundai,Kona Electric,2016.0,Europa,Sedán,110.1,91.7,472.0,115.8,1.14,965.0,18.28,129220.0,62.0,196.0,4.86,37.4,Comercial,15.51,248.0,1160.0,0.27,344.62,27071.0
2794.0,Audi,e-tron,2024.0,Asia,Camioneta,45.5,84.2,271.0,164.8,0.38,903.0,18.97,24227.0,86.2,173.0,4.03,5.7,Personal,2.91,446.0,1611.0,0.35,134.05,18906.0
2795.0,Tesla,Model X,2015.0,Australia,Sedán,33.4,83.0,140.0,63.8,0.58,1511.0,17.92,67534.0,43.0,201.0,9.37,15.9,Desconocido,15.225000000000001,438.0,675.0,0.21,211.79,11410.0
2796.0,Kia,EV6,2023.0,Europa,Sedán,43.7,75.5,215.0,92.9,0.58,700.0,18.6,25459.0,42.7,136.0,4.03,29.1,Desconocido,15.225000000000001,719.0,2417.0,0.23,90.76,19559.0
2797.0,Tesla,Model S,2016.0,Australia,Sedán,35.9,94.9,178.0,12.3,3.81,751.0,15.4,165813.0,55.4,156.0,9.78,29.3,Comercial,19.9,1709.0,1633.0,0.3,638.38,12638.0
2798.0,Volkswagen,ID.3,2017.0,Asia,SUV,37.6,91.1,186.0,43.0,1.14,792.0,13.66,241606.0,47.9,170.0,9.07,27.8,Flota,28.99,1958.0,766.0,0.15,344.62,15117.0
2799.0,Hyundai,Kona Electric,2020.0,Asia,SUV,107.9,96.2,617.0,47.6,2.97,1281.0,13.88,149153.0,39.2,202.0,8.18,0.8,Personal,17.9,1162.0,2387.0,0.08,138.02,32392.0
2800.0,Mercedes,EQC,2022.0,Norteamérica,Hatchback,67.2,73.1,398.0,196.8,0.39,1452.0,17.3,123891.0,48.9,135.0,8.03,-9.3,Personal,14.87,1393.0,1377.0,0.19,339.36,24909.0
2801.0,BMW,Desconocido,2020.0,Europa,Hatchback,32.0,86.0,177.0,67.9,0.54,1008.0,19.97,200954.0,55.5,186.0,7.01,29.2,Personal,24.11,271.0,1920.0,0.19,635.4,16482.0
2802.0,Desconocido,Q4 e-tron,2018.0,Europa,Hatchback,50.9,81.6,211.0,91.6,0.69,722.0,18.91,70785.0,93.5,224.0,8.86,21.7,Flota,8.49,282.0,2064.0,0.1,111.55,15628.0
2803.0,Tesla,Model Y,2024.0,Desconocido,Hatchback,86.1,85.2,488.0,78.2,1.3,291.0,18.31,135865.0,88.1,167.0,6.85,21.1,Personal,16.3,393.0,2080.0,0.16,331.69,28043.0
2804.0,Kia,Niro EV,2021.0,Europa,Hatchback,37.5,89.2,191.0,20.6,2.05,1508.0,23.5,126249.5,68.2,130.0,3.65,4.9,Flota,20.82,382.0,2277.0,0.11,373.7,15871.0
2805.0,Mercedes,EQS,2020.0,Asia,SUV,37.8,70.6,183.0,126.0,0.33,651.0,13.4,189640.0,46.7,189.0,7.74,-2.6,Flota,22.76,1671.0,1242.0,0.34,720.0,13081.0
2806.0,Volkswagen,ID.4,2022.0,Australia,Sedán,51.1,73.3,301.0,159.8,0.45,303.0,21.94,109534.0,67.8,220.0,7.42,10.3,Personal,13.14,1459.0,2197.0,0.2,400.53,19042.0
2807.0,Mercedes,EQC,2020.0,Asia,SUV,74.2,82.1,245.0,22.6,1.96,1972.0,14.02,12120.0,33.2,215.0,7.89,-5.8,Flota,1.45,1649.0,1568.0,0.16,22.66,14410.0
2808.0,Mercedes,EQC,2021.0,Europa,SUV,101.7,97.7,602.0,94.9,1.17,1318.0,13.85,88025.0,89.6,233.0,6.705,-9.7,Flota,10.56,250.0,1305.0,0.17,172.71,25669.0
2809.0,Hyundai,Kona Electric,2019.0,Norteamérica,Sedán,91.1,91.9,410.0,51.7,2.0,1159.0,16.16,200511.0,66.2,143.0,3.51,19.0,Flota,24.06,262.0,2094.0,0.14,378.03,25453.0
2810.0,BMW,i3,2017.0,Asia,Sedán,96.9,82.1,503.0,130.7,1.0,1175.0,14.94,24330.0,38.5,167.0,3.8,13.4,Flota,2.92,1772.0,1911.0,0.32,344.62,22403.0
2811.0,Hyundai,Kona Electric,2015.0,Norteamérica,Hatchback,101.9,88.8,428.0,223.1,0.49,1983.0,13.72,242919.0,64.5,177.0,9.66,0.8,Personal,29.15,676.0,1780.0,0.14,388.83,25176.0
2812.0,Hyundai,Ioniq 5,2019.0,Europa,Desconocido,100.3,93.5,548.0,216.4,0.53,654.0,23.77,205692.0,78.0,148.0,7.53,10.3,Flota,24.68,345.0,2148.0,0.09,366.7,29368.0
2813.0,Nissan,Ariya,2019.0,Asia,Hatchback,116.7,77.7,593.0,52.9,2.83,1937.0,13.7,46730.0,83.1,201.0,8.54,3.4,Comercial,5.61,1573.0,601.0,0.32,170.72,32742.0
2814.0,Audi,Q4 e-tron,2023.0,Australia,SUV,82.3,77.0,339.0,229.2,0.4,1755.0,18.19,22448.0,88.2,193.0,8.22,16.7,Flota,2.69,1166.0,2187.0,0.25,85.07,23655.0
2815.0,Hyundai,Ioniq 5,2016.0,Asia,SUV,74.2,93.5,442.0,52.7,2.47,1222.0,15.5,101195.0,59.8,221.0,4.64,15.4,Flota,12.14,1165.0,1663.0,0.25,326.78,26365.0
2816.0,Hyundai,Ioniq 5,2022.0,Australia,Camioneta,91.5,89.1,499.0,187.5,0.59,1611.0,14.91,126249.5,64.8,163.0,6.705,31.6,Desconocido,16.59,367.0,1561.0,0.22,515.33,24200.0
2817.0,Kia,EV6,2021.0,Australia,Hatchback,35.1,82.5,178.0,66.6,0.64,1298.0,23.27,82064.0,70.6,244.0,6.17,23.3,Personal,9.85,749.0,1831.0,0.09,143.22,12523.0
2818.0,Tesla,Model Y,2019.0,Asia,SUV,55.3,71.5,223.0,233.6,0.31,1581.0,24.92,192037.0,62.7,191.0,8.72,3.1,Comercial,23.04,675.0,1979.0,0.35,1395.79,15964.0
2819.0,Kia,EV6,2020.0,Asia,Camioneta,56.0,90.4,280.0,127.0,1.05,1695.0,16.51,43984.0,46.7,237.0,7.79,-7.4,Personal,15.225000000000001,296.0,977.0,0.27,163.39,19191.0
2820.0,Tesla,Model Y,2016.0,Norteamérica,Hatchback,108.7,89.0,643.0,78.9,1.47,626.0,16.08,241904.0,93.2,211.0,5.14,-9.0,Comercial,29.03,1270.0,955.0,0.26,842.79,26723.0
2821.0,Hyundai,Ioniq 5,2021.0,Europa,Camioneta,43.1,86.6,256.0,199.1,0.24,878.0,23.76,188046.0,41.9,184.0,8.64,14.7,Comercial,22.57,595.0,1836.0,0.17,632.96,16819.0
2822.0,Kia,EV6,2019.0,Australia,SUV,60.2,78.8,295.0,74.1,1.04,850.0,18.7,58664.0,85.0,165.0,5.77,-1.2,Comercial,7.04,1873.0,1292.0,0.08,73.37,17133.0
2823.0,Tesla,Model 3,2021.0,Australia,Hatchback,35.8,90.2,371.0,129.1,0.35,1666.0,22.37,166689.0,43.5,131.0,5.42,36.6,Personal,20.0,1598.0,1769.0,0.16,497.18,16679.0
2824.0,Audi,e-tron,2021.0,Norteamérica,Camioneta,70.5,96.1,329.0,184.6,0.44,309.0,15.8,184970.0,37.9,159.0,4.94,24.1,Flota,22.2,1905.0,1672.0,0.24,584.51,22137.0
2825.0,Audi,Q4 e-tron,2018.0,Norteamérica,Camioneta,90.7,91.8,364.0,35.5,3.01,634.0,23.82,126249.5,89.9,224.0,6.06,32.5,Flota,20.54,981.0,1925.0,0.11,373.73,25871.0
Desconocido,Kia,Niro EV,2018.0,Norteamérica,Sedán,82.0,87.6,455.0,64.3,1.53,1449.0,13.23,167974.0,66.2,208.0,7.5,-4.7,Flota,20.16,1047.0,1516.0,0.24,444.46,20777.0
2827.0,Hyundai,Ioniq 5,2022.0,Asia,SUV,114.2,88.9,627.0,169.8,0.78,1731.0,21.48,206816.0,59.9,142.0,5.51,-2.0,Flota,24.82,1680.0,2279.0,0.32,1184.64,32894.0
2828.0,Mercedes,EQC,2024.0,Australia,Sedán,74.5,99.5,328.0,119.0,0.82,1962.0,17.66,241818.0,70.5,191.0,8.4,23.1,Personal,29.02,1841.0,742.0,0.13,462.64,21560.0
2829.0,Ford,F-150 Lightning,2016.0,Asia,Sedán,83.3,94.7,383.0,72.2,1.28,376.0,20.13,31507.0,30.1,234.0,7.15,23.1,Comercial,3.78,1840.0,1516.0,0.18,95.14,20744.0
2830.0,BMW,Desconocido,2018.0,Asia,Hatchback,102.5,86.7,499.0,127.0,0.88,1181.0,19.73,126249.5,72.7,130.0,8.85,-2.0,Comercial,24.27,780.0,513.0,0.19,631.7,29701.0
2831.0,Kia,EV6,2021.0,Australia,Camioneta,74.2,80.8,212.0,225.5,0.22,1125.0,13.36,7676.0,44.2,246.0,4.91,19.0,Personal,0.92,684.0,1516.0,0.17,14.53,15992.0
2832.0,Chevrolet,Bolt EV,2019.0,Europa,Camioneta,42.6,94.4,226.0,185.0,0.28,371.0,24.6,97928.0,41.8,238.0,6.2,35.8,Personal,11.75,731.0,2477.0,0.16,321.2,15273.0
2833.0,Ford,F-150 Lightning,2019.0,Europa,Camioneta,119.3,95.5,544.0,238.8,0.53,712.0,13.06,144518.0,91.8,207.0,5.32,37.9,Comercial,17.34,1947.0,963.0,0.08,125.83,29724.0
2834.0,Volkswagen,ID.3,2021.0,Norteamérica,Sedán,69.5,88.1,347.0,27.7,3.03,1247.0,18.7,30526.0,47.2,199.0,8.55,26.3,Flota,3.66,1899.0,588.0,0.12,39.93,20022.0
2835.0,Hyundai,Ioniq 5,2020.0,Norteamérica,Desconocido,57.6,84.1,290.0,53.6,1.33,340.0,14.15,70055.0,94.6,138.0,3.82,17.7,Comercial,8.41,879.0,962.0,0.3,247.82,21398.0
2836.0,Audi,e-tron,2016.0,Norteamérica,Hatchback,80.1,95.2,470.0,77.5,1.34,734.0,16.72,173766.0,60.1,219.0,6.74,13.9,Flota,20.85,1705.0,2461.0,0.23,556.86,19631.0
Desconocido,Hyundai,Kona Electric,2023.0,Europa,Camioneta,99.0,96.9,568.0,122.3,0.87,1082.0,13.53,238242.0,59.7,192.0,9.54,2.1,Personal,28.59,1727.0,1435.0,0.25,671.54,26099.0
2838.0,Kia,EV6,2015.0,Australia,Sedán,91.6,84.2,405.0,213.5,0.72,703.0,19.85,130764.0,98.3,150.0,6.18,20.4,Comercial,15.69,989.0,2097.0,0.27,584.02,25587.0
2839.0,Mercedes,EQS,2023.0,Europa,Sedán,115.8,96.3,518.0,127.9,1.26,1401.0,21.23,34108.0,47.2,247.0,7.03,4.2,Comercial,4.09,1320.0,1438.0,0.11,66.38,31099.0
2840.0,Mercedes,EQC,2018.0,Norteamérica,Camioneta,102.8,82.2,549.0,130.0,1.01,1769.0,12.94,97119.0,49.7,142.0,3.97,-1.5,Flota,11.65,839.0,1729.0,0.13,136.14,28458.0
2841.0,Hyundai,Kona Electric,2018.0,Australia,Camioneta,63.6,74.0,307.0,195.4,0.46,1627.0,22.33,181070.0,66.2,244.0,6.46,1.7,Desconocido,21.73,465.0,2470.0,0.09,303.25,17588.0
Desconocido,Tesla,Model Y,2018.0,Europa,Hatchback,84.4,72.0,461.0,123.1,0.78,977.0,22.9,59221.0,63.9,249.0,6.18,1.8,Comercial,7.11,1184.0,2060.0,0.13,146.92,22129.0
2843.0,Nissan,Leaf,2020.0,Asia,Desconocido,52.1,87.2,272.0,147.2,0.49,1129.0,12.51,42945.0,91.5,195.0,6.16,31.8,Comercial,5.15,443.0,602.0,0.29,129.83,20624.0
2844.0,Ford,F-150 Lightning,2022.0,Australia,SUV,55.9,85.2,231.0,104.7,0.69,743.0,15.44,126249.5,82.9,247.0,3.53,13.8,Personal,22.52,311.0,992.0,0.08,193.15,17478.0
2845.0,Mercedes,EQC,2019.0,Asia,SUV,82.4,97.0,482.0,185.7,0.5,1625.0,17.34,236030.0,47.0,150.0,3.73,4.9,Personal,28.32,404.0,2010.0,0.34,1159.62,21765.0
2846.0,Hyundai,Kona Electric,2017.0,Europa,SUV,106.3,81.9,531.0,21.5,6.58,1243.0,20.99,171729.0,66.2,175.0,6.76,29.6,Personal,15.225000000000001,445.0,1282.0,0.14,420.54,25879.0
2847.0,BMW,i4,2017.0,Australia,Sedán,54.3,72.7,238.0,248.1,0.27,309.0,24.08,112919.0,44.3,130.0,9.98,14.9,Flota,13.55,1868.0,1032.0,0.3,679.77,17542.0
2848.0,Hyundai,Kona Electric,2020.0,Norteamérica,Sedán,81.5,79.6,440.0,167.5,0.61,1125.0,20.99,20639.0,96.0,191.0,5.58,36.1,Flota,2.48,477.0,1662.0,0.22,50.54,26731.0
2849.0,Hyundai,Ioniq 5,2020.0,Asia,Hatchback,100.4,97.1,492.0,79.4,1.6,1240.0,22.94,32807.0,52.2,186.0,8.1,20.2,Personal,3.94,1582.0,2202.0,0.27,169.33,30215.0
2850.0,Nissan,Leaf,2019.0,Australia,Hatchback,65.1,82.5,275.0,13.4,6.77,1948.0,24.45,178793.0,34.8,194.0,6.94,27.1,Personal,21.46,1111.0,1516.0,0.25,910.73,18423.0
2851.0,Ford,Mustang Mach-E,2019.0,Europa,Hatchback,97.8,90.3,400.0,168.7,0.71,595.0,19.89,126249.5,60.8,148.0,4.11,3.8,Personal,6.74,832.0,2094.0,0.17,158.38,24254.0
2852.0,BMW,i3,2018.0,Norteamérica,SUV,66.2,91.9,376.0,205.4,0.34,262.0,19.23,221557.0,75.7,186.0,7.25,-7.0,Comercial,26.59,937.0,2098.0,0.18,639.08,17628.0
2853.0,Volkswagen,ID.3,2016.0,Europa,Camioneta,76.2,97.3,358.0,91.3,0.92,1248.0,13.01,162855.0,75.6,209.0,9.57,1.2,Flota,19.54,1108.5,669.0,0.12,211.87,22001.0
2854.0,Audi,Q4 e-tron,2024.0,Australia,SUV,68.8,97.8,335.0,82.2,1.17,1699.0,22.84,36544.0,66.2,238.0,6.61,32.9,Flota,4.39,328.0,2032.0,0.28,344.62,24625.0
2855.0,Mercedes,EQC,2023.0,Australia,Hatchback,96.7,82.2,431.0,34.5,3.26,639.0,20.78,54899.0,97.3,198.0,9.94,25.9,Personal,6.59,447.0,602.0,0.24,228.16,22129.0
2856.0,Chevrolet,Bolt EUV,2021.0,Asia,Camioneta,32.2,72.4,170.0,98.1,0.46,1213.0,24.15,134886.0,94.1,186.0,4.42,-7.6,Flota,15.225000000000001,1003.0,1824.0,0.21,570.06,13194.0
2857.0,Tesla,Model 3,2017.0,Australia,Camioneta,116.0,85.1,584.0,246.2,0.65,1515.0,14.47,53896.0,63.1,170.0,3.63,3.5,Desconocido,6.47,1108.5,2439.0,0.12,77.99,30586.0
2858.0,Chevrolet,Bolt EV,2024.0,Norteamérica,Desconocido,68.8,90.3,352.0,214.1,0.35,1765.0,20.83,126249.5,49.5,156.0,8.94,37.3,Personal,4.91,880.0,1115.0,0.27,191.92,22142.0
2859.0,Audi,e-tron,2023.0,Australia,Hatchback,57.5,84.3,241.0,52.4,1.53,581.0,17.78,145697.0,94.1,174.0,6.35,-6.0,Flota,17.48,803.0,651.0,0.11,237.46,22256.0
2860.0,BMW,i3,2024.0,Europa,Desconocido,96.4,70.4,479.0,127.0,1.53,1778.0,22.88,35270.0,53.3,192.0,8.28,4.9,Personal,4.23,1275.0,988.0,0.18,121.05,27750.0
2861.0,Tesla,Model S,2018.0,Europa,Sedán,104.8,94.5,453.0,124.3,1.19,1723.0,18.7,82987.0,46.6,134.0,8.37,31.1,Comercial,9.96,1174.0,1575.0,0.28,482.54,28761.0
2862.0,Audi,e-tron,2020.0,Asia,Desconocido,66.6,94.6,292.0,50.9,1.48,1424.0,17.72,102412.0,83.9,248.0,6.7,12.2,Comercial,12.29,1406.0,1981.0,0.16,241.97,22316.0
Desconocido,BMW,Desconocido,2019.0,Norteamérica,Desconocido,37.1,94.9,207.0,120.0,0.42,1498.0,16.87,39136.0,94.4,192.0,4.44,20.1,Comercial,4.7,1887.0,2287.0,0.12,66.02,13101.0
Desconocido,BMW,i3,2016.0,Norteamérica,SUV,50.5,77.1,279.0,15.5,3.64,236.0,18.91,222770.0,99.8,223.0,9.3,39.3,Flota,26.73,851.0,2103.0,0.27,947.83,16223.0
2865.0,Nissan,Ariya,2023.0,Norteamérica,Camioneta,82.1,94.2,371.0,111.3,0.88,1682.0,20.48,158372.0,66.2,212.0,5.69,14.4,Comercial,19.0,223.0,1823.0,0.22,486.52,23768.0
2866.0,Kia,Niro EV,2020.0,Norteamérica,Sedán,79.2,72.2,428.0,205.4,0.52,1009.0,19.47,12650.0,58.8,145.0,5.0,5.1,Personal,1.52,1561.0,949.0,0.33,67.73,20563.0
2867.0,Tesla,Model S,2023.0,Norteamérica,Camioneta,84.7,94.5,507.0,21.7,4.41,1870.0,20.2,141759.0,80.1,186.0,5.82,24.8,Personal,17.01,1557.0,1787.0,0.1,238.63,28158.0
2868.0,Mercedes,EQC,2016.0,Norteamérica,SUV,33.8,89.3,172.0,48.1,0.84,373.0,14.72,20913.0,61.4,202.0,5.95,14.6,Comercial,15.225000000000001,1486.0,1503.0,0.17,43.61,10064.0
2869.0,Chevrolet,Desconocido,2018.0,Norteamérica,Desconocido,112.9,78.8,464.0,230.0,0.72,772.0,18.7,13406.0,98.3,219.0,4.19,6.6,Flota,1.61,805.0,1051.0,0.23,48.05,27306.0
2870.0,Ford,F-150 Lightning,2023.0,Australia,Sedán,45.2,94.1,256.0,176.1,0.3,389.0,16.96,37035.0,81.6,218.0,6.705,20.1,Flota,15.225000000000001,378.0,1590.0,0.26,136.09,22129.0
Desconocido,Kia,Niro EV,2020.0,Asia,Desconocido,67.2,71.0,393.0,183.4,0.44,1801.0,21.19,154021.0,37.6,211.0,6.22,29.7,Personal,18.48,854.0,644.0,0.21,571.15,23410.0
2872.0,BMW,iX,2015.0,Australia,Camioneta,46.7,76.3,214.0,99.5,0.54,1811.0,17.65,245344.0,64.9,242.0,5.85,-2.3,Comercial,29.44,1514.0,933.0,0.17,613.46,22129.0
2873.0,Nissan,Leaf,2017.0,Europa,Camioneta,34.0,78.8,189.0,126.7,0.29,1983.0,23.02,11520.0,80.8,173.0,8.59,19.8,Flota,15.225000000000001,1903.0,1643.0,0.22,48.62,22129.0
2874.0,Tesla,Model X,2019.0,Australia,Desconocido,32.8,81.0,133.0,131.5,0.31,541.0,20.47,157549.0,48.0,175.0,9.17,20.2,Personal,18.91,1108.5,1516.0,0.13,349.38,14714.0
2875.0,Volkswagen,ID.4,2024.0,Norteamérica,Sedán,94.3,81.5,530.0,11.6,9.58,927.0,12.82,206668.0,74.1,191.0,8.77,23.2,Flota,24.8,1642.0,1336.0,0.15,331.19,25760.0
2876.0,Desconocido,Model X,2023.0,Europa,Desconocido,72.7,88.6,412.0,126.5,0.74,789.0,17.01,133787.0,54.3,210.0,8.83,13.3,Comercial,15.225000000000001,1170.0,1110.0,0.22,644.79,25755.0
2877.0,Ford,Mustang Mach-E,2018.0,Asia,Camioneta,61.7,71.5,318.0,53.0,1.47,527.0,19.91,44218.0,89.5,158.0,7.03,23.5,Flota,5.31,434.0,2225.0,0.33,242.1,17068.0
2878.0,Volkswagen,ID.4,2024.0,Norteamérica,SUV,53.4,86.0,225.0,234.5,0.25,230.0,12.55,104008.0,34.3,164.0,9.36,14.4,Comercial,12.48,484.0,633.0,0.09,97.9,18402.0
2879.0,Kia,Desconocido,2018.0,Asia,Camioneta,36.8,94.9,154.0,234.2,0.2,1713.0,23.31,113135.0,96.5,226.0,3.64,16.7,Flota,13.58,1013.0,2199.0,0.32,703.25,11261.0
2880.0,Ford,F-150 Lightning,2015.0,Europa,Hatchback,56.0,91.3,279.0,158.3,0.5,1816.0,24.38,8160.0,35.4,144.0,6.61,-9.0,Flota,0.98,1240.0,2464.0,0.22,36.47,13543.0
2881.0,Audi,e-tron,2016.0,Australia,Sedán,34.7,88.7,179.0,61.1,0.6,1461.0,14.24,199648.0,76.1,227.0,6.27,10.3,Comercial,23.96,407.0,1022.0,0.08,189.53,11143.0
2882.0,Hyundai,Ioniq 5,2021.0,Australia,Camioneta,74.0,81.3,346.0,52.3,1.81,285.0,12.31,84975.0,77.1,229.0,8.14,-2.3,Personal,10.2,1575.0,2340.0,0.15,130.76,24915.0
2883.0,Audi,e-tron,2019.0,Europa,Sedán,37.1,98.4,214.0,31.3,0.72,1424.0,13.23,162180.0,64.4,247.0,6.0,2.3,Personal,19.46,736.0,1963.0,0.22,393.37,13613.0
2884.0,Tesla,Model S,2019.0,Australia,Camioneta,113.0,80.8,662.0,158.5,0.72,1219.0,15.69,205091.0,61.8,249.0,9.7,31.5,Desconocido,24.61,1127.0,2011.0,0.32,344.62,27617.0
2885.0,Audi,e-tron,2020.0,Asia,Camioneta,44.0,79.4,258.0,91.7,0.61,726.0,18.51,243089.0,98.1,197.0,7.19,37.4,Flota,29.17,525.0,2149.0,0.12,449.96,12253.0
2886.0,Audi,Q4 e-tron,2022.0,Australia,SUV,106.6,80.9,371.0,202.4,0.56,713.0,14.6,126924.0,57.4,158.0,5.8,5.5,Flota,15.23,595.0,2364.0,0.3,463.27,28408.0
2887.0,Volkswagen,ID.3,2024.0,Norteamérica,Hatchback,55.7,81.1,331.0,11.8,6.08,1962.0,24.15,126249.5,81.1,158.0,8.76,21.0,Comercial,4.71,917.0,1627.0,0.26,205.25,19624.0
2888.0,BMW,iX,2017.0,Norteamérica,SUV,76.5,98.2,404.0,126.4,0.72,545.0,13.23,225263.0,69.4,238.0,4.18,33.2,Flota,27.03,1321.0,2410.0,0.21,521.54,21577.0
2889.0,Mercedes,EQS,2024.0,Europa,Desconocido,74.0,71.6,389.0,236.0,0.39,736.0,19.95,210956.0,41.3,218.0,8.2,5.4,Comercial,25.31,338.0,1744.0,0.34,1192.43,23737.0
2890.0,BMW,i3,2015.0,Europa,Hatchback,51.7,71.8,239.0,78.6,0.82,1366.0,15.79,220612.0,63.9,155.0,9.51,12.0,Desconocido,26.47,942.0,534.0,0.12,348.35,13409.0
2891.0,Ford,F-150 Lightning,2019.0,Europa,Sedán,104.2,71.8,531.0,81.6,1.71,1970.0,24.02,110431.0,34.0,160.0,3.66,26.4,Comercial,13.25,1607.0,2005.0,0.21,464.2,22129.0
2892.0,Nissan,Ariya,2022.0,Norteamérica,Hatchback,84.9,83.7,464.0,230.0,0.42,431.0,19.04,19066.0,96.6,207.0,4.4,15.4,Comercial,2.29,1108.5,1102.0,0.24,72.6,27654.0
2893.0,Volkswagen,ID.3,2020.0,Asia,Desconocido,74.2,90.2,230.0,19.0,0.72,1187.0,17.76,130902.0,38.9,221.0,7.38,19.6,Comercial,15.71,837.0,652.0,0.2,387.47,13786.0
2894.0,BMW,i4,2016.0,Europa,Camioneta,57.0,77.5,295.0,123.6,0.72,711.0,13.52,56113.0,66.2,202.0,8.2,11.4,Comercial,6.73,894.0,517.0,0.33,344.62,18352.0
2895.0,BMW,i4,2015.0,Europa,Sedán,116.9,95.6,697.0,173.0,0.72,531.0,24.35,87830.0,72.7,187.0,4.82,9.0,Flota,10.54,1587.0,1408.0,0.23,409.91,26073.0
2896.0,Chevrolet,Bolt EUV,2024.0,Asia,Hatchback,32.4,73.4,192.0,127.0,0.18,442.0,24.02,8740.0,37.8,149.0,8.61,-5.5,Comercial,1.05,1323.0,746.0,0.18,31.49,15360.0
2897.0,Audi,e-tron,2022.0,Europa,Sedán,100.1,80.8,597.0,204.3,0.57,1661.0,18.7,6082.0,32.3,132.0,3.64,-4.4,Comercial,0.73,418.0,1623.0,0.34,21.76,27497.0
2898.0,Audi,e-tron,2021.0,Asia,Camioneta,50.7,94.1,371.0,156.9,0.45,1027.0,15.73,135606.0,45.7,247.0,4.94,24.9,Flota,16.27,1726.0,2492.0,0.08,142.21,16239.0
2899.0,Chevrolet,Bolt EV,2023.0,Asia,Sedán,75.0,84.8,438.0,138.6,0.72,1000.0,15.01,69627.0,31.7,222.0,3.61,15.7,Comercial,8.36,1670.0,1601.0,0.14,121.93,26626.0
2900.0,Tesla,Model X,2020.0,Europa,SUV,31.8,82.2,180.0,70.8,0.63,1146.0,14.41,26595.0,34.5,233.0,5.38,2.1,Personal,3.19,1037.0,1032.0,0.12,38.32,11571.0
2901.0,Ford,Mustang Mach-E,2023.0,Asia,Camioneta,74.2,78.8,406.0,109.5,1.06,280.0,19.6,236781.0,48.4,214.0,4.97,38.2,Flota,28.41,664.0,755.0,0.08,309.39,23920.0
2902.0,Volkswagen,ID.3,2019.0,Europa,Sedán,95.9,78.7,445.0,44.7,2.49,206.0,24.14,131123.0,53.2,197.0,6.37,22.7,Personal,15.73,1519.0,1728.0,0.22,580.31,23954.0
2903.0,Mercedes,EQS,2024.0,Australia,Sedán,107.7,84.5,481.0,211.0,0.54,415.0,15.02,59896.0,98.8,159.0,6.02,-7.8,Flota,7.19,515.0,2420.0,0.1,74.97,28435.0
2904.0,Mercedes,EQC,2017.0,Europa,Sedán,92.2,80.6,488.0,66.7,1.8,1681.0,24.09,135329.0,44.7,182.0,8.14,21.8,Flota,16.24,1466.0,647.0,0.12,326.01,27000.0
2905.0,Hyundai,Ioniq 5,2017.0,Europa,SUV,47.7,87.2,233.0,173.4,0.29,568.0,15.2,99855.0,90.5,167.0,7.57,-0.8,Comercial,11.98,1476.0,2394.0,0.27,341.5,17815.0
2906.0,Ford,Mustang Mach-E,2015.0,Norteamérica,Hatchback,118.6,79.5,505.0,127.0,0.72,1267.0,18.35,56642.0,82.6,182.0,5.18,17.2,Personal,6.8,1082.0,2401.0,0.18,155.91,31645.0
2907.0,Nissan,Leaf,2015.0,Australia,Camioneta,72.8,92.6,362.0,213.5,0.39,1808.0,12.44,243442.0,72.9,230.0,6.705,6.3,Comercial,29.21,1886.0,2440.0,0.31,782.34,17340.0
2908.0,Desconocido,Bolt EUV,2020.0,Norteamérica,Sedán,75.1,94.2,340.0,145.0,0.65,295.0,12.98,149096.0,69.1,206.0,9.01,6.7,Personal,17.89,854.0,814.0,0.28,451.56,21229.0
